results/sacCer3/10K/R20/Reb1/runtime/Simulation_1000.runtime:Experiment 13.10K.1000 (/storage/home/owl5022/scratch/GenoPipe/paper/SyntheticEpitope/results/sacCer3/10K/R20/Reb1) finished in 1
results/sacCer3/10K/R20/Reb1/runtime/Simulation_100.runtime:Experiment 13.10K.100 (/storage/home/owl5022/scratch/GenoPipe/paper/SyntheticEpitope/results/sacCer3/10K/R20/Reb1) finished in 1
results/sacCer3/10K/R20/Reb1/runtime/Simulation_101.runtime:Experiment 13.10K.101 (/storage/home/owl5022/scratch/GenoPipe/paper/SyntheticEpitope/results/sacCer3/10K/R20/Reb1) finished in 1
results/sacCer3/10K/R20/Reb1/runtime/Simulation_102.runtime:Experiment 13.10K.102 (/storage/home/owl5022/scratch/GenoPipe/paper/SyntheticEpitope/results/sacCer3/10K/R20/Reb1) finished in 1
results/sacCer3/10K/R20/Reb1/runtime/Simulation_103.runtime:Experiment 13.10K.103 (/storage/home/owl5022/scratch/GenoPipe/paper/SyntheticEpitope/results/sacCer3/10K/R20/Reb1) finished in 1
results/sacCer3/10K/R20/Reb1/runtime/Simulation_104.runtime:Experiment 13.10K.104 (/storage/home/owl5022/scratch/GenoPipe/paper/SyntheticEpitope/results/sacCer3/10K/R20/Reb1) finished in 0
results/sacCer3/10K/R20/Reb1/runtime/Simulation_105.runtime:Experiment 13.10K.105 (/storage/home/owl5022/scratch/GenoPipe/paper/SyntheticEpitope/results/sacCer3/10K/R20/Reb1) finished in 1
results/sacCer3/10K/R20/Reb1/runtime/Simulation_106.runtime:Experiment 13.10K.106 (/storage/home/owl5022/scratch/GenoPipe/paper/SyntheticEpitope/results/sacCer3/10K/R20/Reb1) finished in 1
results/sacCer3/10K/R20/Reb1/runtime/Simulation_107.runtime:Experiment 13.10K.107 (/storage/home/owl5022/scratch/GenoPipe/paper/SyntheticEpitope/results/sacCer3/10K/R20/Reb1) finished in 1
results/sacCer3/10K/R20/Reb1/runtime/Simulation_108.runtime:Experiment 13.10K.108 (/storage/home/owl5022/scratch/GenoPipe/paper/SyntheticEpitope/results/sacCer3/10K/R20/Reb1) finished in 1
results/sacCer3/10K/R20/Reb1/runtime/Simulation_109.runtime:Experiment 13.10K.109 (/storage/home/owl5022/scratch/GenoPipe/paper/SyntheticEpitope/results/sacCer3/10K/R20/Reb1) finished in 1
results/sacCer3/10K/R20/Reb1/runtime/Simulation_10.runtime:Experiment 13.10K.10 (/storage/home/owl5022/scratch/GenoPipe/paper/SyntheticEpitope/results/sacCer3/10K/R20/Reb1) finished in 0
results/sacCer3/10K/R20/Reb1/runtime/Simulation_110.runtime:Experiment 13.10K.110 (/storage/home/owl5022/scratch/GenoPipe/paper/SyntheticEpitope/results/sacCer3/10K/R20/Reb1) finished in 1
results/sacCer3/10K/R20/Reb1/runtime/Simulation_111.runtime:Experiment 13.10K.111 (/storage/home/owl5022/scratch/GenoPipe/paper/SyntheticEpitope/results/sacCer3/10K/R20/Reb1) finished in 0
results/sacCer3/10K/R20/Reb1/runtime/Simulation_112.runtime:Experiment 13.10K.112 (/storage/home/owl5022/scratch/GenoPipe/paper/SyntheticEpitope/results/sacCer3/10K/R20/Reb1) finished in 0
results/sacCer3/10K/R20/Reb1/runtime/Simulation_113.runtime:Experiment 13.10K.113 (/storage/home/owl5022/scratch/GenoPipe/paper/SyntheticEpitope/results/sacCer3/10K/R20/Reb1) finished in 1
results/sacCer3/10K/R20/Reb1/runtime/Simulation_114.runtime:Experiment 13.10K.114 (/storage/home/owl5022/scratch/GenoPipe/paper/SyntheticEpitope/results/sacCer3/10K/R20/Reb1) finished in 0
results/sacCer3/10K/R20/Reb1/runtime/Simulation_115.runtime:Experiment 13.10K.115 (/storage/home/owl5022/scratch/GenoPipe/paper/SyntheticEpitope/results/sacCer3/10K/R20/Reb1) finished in 1
results/sacCer3/10K/R20/Reb1/runtime/Simulation_116.runtime:Experiment 13.10K.116 (/storage/home/owl5022/scratch/GenoPipe/paper/SyntheticEpitope/results/sacCer3/10K/R20/Reb1) finished in 0
results/sacCer3/10K/R20/Reb1/runtime/Simulation_117.runtime:Experiment 13.10K.117 (/storage/home/owl5022/scratch/GenoPipe/paper/SyntheticEpitope/results/sacCer3/10K/R20/Reb1) finished in 1
results/sacCer3/10K/R20/Reb1/runtime/Simulation_118.runtime:Experiment 13.10K.118 (/storage/home/owl5022/scratch/GenoPipe/paper/SyntheticEpitope/results/sacCer3/10K/R20/Reb1) finished in 1
results/sacCer3/10K/R20/Reb1/runtime/Simulation_119.runtime:Experiment 13.10K.119 (/storage/home/owl5022/scratch/GenoPipe/paper/SyntheticEpitope/results/sacCer3/10K/R20/Reb1) finished in 1
results/sacCer3/10K/R20/Reb1/runtime/Simulation_11.runtime:Experiment 13.10K.11 (/storage/home/owl5022/scratch/GenoPipe/paper/SyntheticEpitope/results/sacCer3/10K/R20/Reb1) finished in 1
results/sacCer3/10K/R20/Reb1/runtime/Simulation_120.runtime:Experiment 13.10K.120 (/storage/home/owl5022/scratch/GenoPipe/paper/SyntheticEpitope/results/sacCer3/10K/R20/Reb1) finished in 1
results/sacCer3/10K/R20/Reb1/runtime/Simulation_121.runtime:Experiment 13.10K.121 (/storage/home/owl5022/scratch/GenoPipe/paper/SyntheticEpitope/results/sacCer3/10K/R20/Reb1) finished in 1
results/sacCer3/10K/R20/Reb1/runtime/Simulation_122.runtime:Experiment 13.10K.122 (/storage/home/owl5022/scratch/GenoPipe/paper/SyntheticEpitope/results/sacCer3/10K/R20/Reb1) finished in 1
results/sacCer3/10K/R20/Reb1/runtime/Simulation_123.runtime:Experiment 13.10K.123 (/storage/home/owl5022/scratch/GenoPipe/paper/SyntheticEpitope/results/sacCer3/10K/R20/Reb1) finished in 1
results/sacCer3/10K/R20/Reb1/runtime/Simulation_124.runtime:Experiment 13.10K.124 (/storage/home/owl5022/scratch/GenoPipe/paper/SyntheticEpitope/results/sacCer3/10K/R20/Reb1) finished in 1
results/sacCer3/10K/R20/Reb1/runtime/Simulation_125.runtime:Experiment 13.10K.125 (/storage/home/owl5022/scratch/GenoPipe/paper/SyntheticEpitope/results/sacCer3/10K/R20/Reb1) finished in 1
results/sacCer3/10K/R20/Reb1/runtime/Simulation_126.runtime:Experiment 13.10K.126 (/storage/home/owl5022/scratch/GenoPipe/paper/SyntheticEpitope/results/sacCer3/10K/R20/Reb1) finished in 1
results/sacCer3/10K/R20/Reb1/runtime/Simulation_127.runtime:Experiment 13.10K.127 (/storage/home/owl5022/scratch/GenoPipe/paper/SyntheticEpitope/results/sacCer3/10K/R20/Reb1) finished in 1
results/sacCer3/10K/R20/Reb1/runtime/Simulation_128.runtime:Experiment 13.10K.128 (/storage/home/owl5022/scratch/GenoPipe/paper/SyntheticEpitope/results/sacCer3/10K/R20/Reb1) finished in 1
results/sacCer3/10K/R20/Reb1/runtime/Simulation_129.runtime:Experiment 13.10K.129 (/storage/home/owl5022/scratch/GenoPipe/paper/SyntheticEpitope/results/sacCer3/10K/R20/Reb1) finished in 1
results/sacCer3/10K/R20/Reb1/runtime/Simulation_12.runtime:Experiment 13.10K.12 (/storage/home/owl5022/scratch/GenoPipe/paper/SyntheticEpitope/results/sacCer3/10K/R20/Reb1) finished in 1
