results/sacCer3/1M/R100/Reb1/runtime/Simulation_1000.runtime:Experiment 5.1M.1000 (/storage/home/owl5022/scratch/GenoPipe/paper/SyntheticEpitope/results/sacCer3/1M/R100/Reb1) finished in 9
results/sacCer3/1M/R100/Reb1/runtime/Simulation_100.runtime:Experiment 5.1M.100 (/storage/home/owl5022/scratch/GenoPipe/paper/SyntheticEpitope/results/sacCer3/1M/R100/Reb1) finished in 9
results/sacCer3/1M/R100/Reb1/runtime/Simulation_101.runtime:Experiment 5.1M.101 (/storage/home/owl5022/scratch/GenoPipe/paper/SyntheticEpitope/results/sacCer3/1M/R100/Reb1) finished in 9
results/sacCer3/1M/R100/Reb1/runtime/Simulation_102.runtime:Experiment 5.1M.102 (/storage/home/owl5022/scratch/GenoPipe/paper/SyntheticEpitope/results/sacCer3/1M/R100/Reb1) finished in 9
results/sacCer3/1M/R100/Reb1/runtime/Simulation_103.runtime:Experiment 5.1M.103 (/storage/home/owl5022/scratch/GenoPipe/paper/SyntheticEpitope/results/sacCer3/1M/R100/Reb1) finished in 9
results/sacCer3/1M/R100/Reb1/runtime/Simulation_104.runtime:Experiment 5.1M.104 (/storage/home/owl5022/scratch/GenoPipe/paper/SyntheticEpitope/results/sacCer3/1M/R100/Reb1) finished in 9
results/sacCer3/1M/R100/Reb1/runtime/Simulation_105.runtime:Experiment 5.1M.105 (/storage/home/owl5022/scratch/GenoPipe/paper/SyntheticEpitope/results/sacCer3/1M/R100/Reb1) finished in 9
results/sacCer3/1M/R100/Reb1/runtime/Simulation_106.runtime:Experiment 5.1M.106 (/storage/home/owl5022/scratch/GenoPipe/paper/SyntheticEpitope/results/sacCer3/1M/R100/Reb1) finished in 9
results/sacCer3/1M/R100/Reb1/runtime/Simulation_107.runtime:Experiment 5.1M.107 (/storage/home/owl5022/scratch/GenoPipe/paper/SyntheticEpitope/results/sacCer3/1M/R100/Reb1) finished in 9
results/sacCer3/1M/R100/Reb1/runtime/Simulation_108.runtime:Experiment 5.1M.108 (/storage/home/owl5022/scratch/GenoPipe/paper/SyntheticEpitope/results/sacCer3/1M/R100/Reb1) finished in 9
results/sacCer3/1M/R100/Reb1/runtime/Simulation_109.runtime:Experiment 5.1M.109 (/storage/home/owl5022/scratch/GenoPipe/paper/SyntheticEpitope/results/sacCer3/1M/R100/Reb1) finished in 9
results/sacCer3/1M/R100/Reb1/runtime/Simulation_10.runtime:Experiment 5.1M.10 (/storage/home/owl5022/scratch/GenoPipe/paper/SyntheticEpitope/results/sacCer3/1M/R100/Reb1) finished in 9
results/sacCer3/1M/R100/Reb1/runtime/Simulation_110.runtime:Experiment 5.1M.110 (/storage/home/owl5022/scratch/GenoPipe/paper/SyntheticEpitope/results/sacCer3/1M/R100/Reb1) finished in 9
results/sacCer3/1M/R100/Reb1/runtime/Simulation_111.runtime:Experiment 5.1M.111 (/storage/home/owl5022/scratch/GenoPipe/paper/SyntheticEpitope/results/sacCer3/1M/R100/Reb1) finished in 9
results/sacCer3/1M/R100/Reb1/runtime/Simulation_112.runtime:Experiment 5.1M.112 (/storage/home/owl5022/scratch/GenoPipe/paper/SyntheticEpitope/results/sacCer3/1M/R100/Reb1) finished in 9
results/sacCer3/1M/R100/Reb1/runtime/Simulation_113.runtime:Experiment 5.1M.113 (/storage/home/owl5022/scratch/GenoPipe/paper/SyntheticEpitope/results/sacCer3/1M/R100/Reb1) finished in 9
results/sacCer3/1M/R100/Reb1/runtime/Simulation_114.runtime:Experiment 5.1M.114 (/storage/home/owl5022/scratch/GenoPipe/paper/SyntheticEpitope/results/sacCer3/1M/R100/Reb1) finished in 9
results/sacCer3/1M/R100/Reb1/runtime/Simulation_115.runtime:Experiment 5.1M.115 (/storage/home/owl5022/scratch/GenoPipe/paper/SyntheticEpitope/results/sacCer3/1M/R100/Reb1) finished in 9
results/sacCer3/1M/R100/Reb1/runtime/Simulation_116.runtime:Experiment 5.1M.116 (/storage/home/owl5022/scratch/GenoPipe/paper/SyntheticEpitope/results/sacCer3/1M/R100/Reb1) finished in 9
results/sacCer3/1M/R100/Reb1/runtime/Simulation_117.runtime:Experiment 5.1M.117 (/storage/home/owl5022/scratch/GenoPipe/paper/SyntheticEpitope/results/sacCer3/1M/R100/Reb1) finished in 9
results/sacCer3/1M/R100/Reb1/runtime/Simulation_118.runtime:Experiment 5.1M.118 (/storage/home/owl5022/scratch/GenoPipe/paper/SyntheticEpitope/results/sacCer3/1M/R100/Reb1) finished in 8
results/sacCer3/1M/R100/Reb1/runtime/Simulation_119.runtime:Experiment 5.1M.119 (/storage/home/owl5022/scratch/GenoPipe/paper/SyntheticEpitope/results/sacCer3/1M/R100/Reb1) finished in 9
results/sacCer3/1M/R100/Reb1/runtime/Simulation_11.runtime:Experiment 5.1M.11 (/storage/home/owl5022/scratch/GenoPipe/paper/SyntheticEpitope/results/sacCer3/1M/R100/Reb1) finished in 9
results/sacCer3/1M/R100/Reb1/runtime/Simulation_120.runtime:Experiment 5.1M.120 (/storage/home/owl5022/scratch/GenoPipe/paper/SyntheticEpitope/results/sacCer3/1M/R100/Reb1) finished in 9
results/sacCer3/1M/R100/Reb1/runtime/Simulation_121.runtime:Experiment 5.1M.121 (/storage/home/owl5022/scratch/GenoPipe/paper/SyntheticEpitope/results/sacCer3/1M/R100/Reb1) finished in 10
results/sacCer3/1M/R100/Reb1/runtime/Simulation_122.runtime:Experiment 5.1M.122 (/storage/home/owl5022/scratch/GenoPipe/paper/SyntheticEpitope/results/sacCer3/1M/R100/Reb1) finished in 9
results/sacCer3/1M/R100/Reb1/runtime/Simulation_123.runtime:Experiment 5.1M.123 (/storage/home/owl5022/scratch/GenoPipe/paper/SyntheticEpitope/results/sacCer3/1M/R100/Reb1) finished in 9
results/sacCer3/1M/R100/Reb1/runtime/Simulation_124.runtime:Experiment 5.1M.124 (/storage/home/owl5022/scratch/GenoPipe/paper/SyntheticEpitope/results/sacCer3/1M/R100/Reb1) finished in 9
results/sacCer3/1M/R100/Reb1/runtime/Simulation_125.runtime:Experiment 5.1M.125 (/storage/home/owl5022/scratch/GenoPipe/paper/SyntheticEpitope/results/sacCer3/1M/R100/Reb1) finished in 9
results/sacCer3/1M/R100/Reb1/runtime/Simulation_126.runtime:Experiment 5.1M.126 (/storage/home/owl5022/scratch/GenoPipe/paper/SyntheticEpitope/results/sacCer3/1M/R100/Reb1) finished in 9
results/sacCer3/1M/R100/Reb1/runtime/Simulation_127.runtime:Experiment 5.1M.127 (/storage/home/owl5022/scratch/GenoPipe/paper/SyntheticEpitope/results/sacCer3/1M/R100/Reb1) finished in 9
results/sacCer3/1M/R100/Reb1/runtime/Simulation_128.runtime:Experiment 5.1M.128 (/storage/home/owl5022/scratch/GenoPipe/paper/SyntheticEpitope/results/sacCer3/1M/R100/Reb1) finished in 9
results/sacCer3/1M/R100/Reb1/runtime/Simulation_129.runtime:Experiment 5.1M.129 (/storage/home/owl5022/scratch/GenoPipe/paper/SyntheticEpitope/results/sacCer3/1M/R100/Reb1) finished in 10
results/sacCer3/1M/R100/Reb1/runtime/Simulation_12.runtime:Experiment 5.1M.12 (/storage/home/owl5022/scratch/GenoPipe/paper/SyntheticEpitope/results/sacCer3/1M/R100/Reb1) finished in 9
results/sacCer3/1M/R100/Reb1/runtime/Simulation_130.runtime:Experiment 5.1M.130 (/storage/home/owl5022/scratch/GenoPipe/paper/SyntheticEpitope/results/sacCer3/1M/R100/Reb1) finished in 9
results/sacCer3/1M/R100/Reb1/runtime/Simulation_131.runtime:Experiment 5.1M.131 (/storage/home/owl5022/scratch/GenoPipe/paper/SyntheticEpitope/results/sacCer3/1M/R100/Reb1) finished in 10
results/sacCer3/1M/R100/Reb1/runtime/Simulation_132.runtime:Experiment 5.1M.132 (/storage/home/owl5022/scratch/GenoPipe/paper/SyntheticEpitope/results/sacCer3/1M/R100/Reb1) finished in 9
results/sacCer3/1M/R100/Reb1/runtime/Simulation_133.runtime:Experiment 5.1M.133 (/storage/home/owl5022/scratch/GenoPipe/paper/SyntheticEpitope/results/sacCer3/1M/R100/Reb1) finished in 9
results/sacCer3/1M/R100/Reb1/runtime/Simulation_134.runtime:Experiment 5.1M.134 (/storage/home/owl5022/scratch/GenoPipe/paper/SyntheticEpitope/results/sacCer3/1M/R100/Reb1) finished in 9
results/sacCer3/1M/R100/Reb1/runtime/Simulation_135.runtime:Experiment 5.1M.135 (/storage/home/owl5022/scratch/GenoPipe/paper/SyntheticEpitope/results/sacCer3/1M/R100/Reb1) finished in 9
results/sacCer3/1M/R100/Reb1/runtime/Simulation_136.runtime:Experiment 5.1M.136 (/storage/home/owl5022/scratch/GenoPipe/paper/SyntheticEpitope/results/sacCer3/1M/R100/Reb1) finished in 9
results/sacCer3/1M/R100/Reb1/runtime/Simulation_137.runtime:Experiment 5.1M.137 (/storage/home/owl5022/scratch/GenoPipe/paper/SyntheticEpitope/results/sacCer3/1M/R100/Reb1) finished in 9
results/sacCer3/1M/R100/Reb1/runtime/Simulation_138.runtime:Experiment 5.1M.138 (/storage/home/owl5022/scratch/GenoPipe/paper/SyntheticEpitope/results/sacCer3/1M/R100/Reb1) finished in 10
results/sacCer3/1M/R100/Reb1/runtime/Simulation_139.runtime:Experiment 5.1M.139 (/storage/home/owl5022/scratch/GenoPipe/paper/SyntheticEpitope/results/sacCer3/1M/R100/Reb1) finished in 9
results/sacCer3/1M/R100/Reb1/runtime/Simulation_13.runtime:Experiment 5.1M.13 (/storage/home/owl5022/scratch/GenoPipe/paper/SyntheticEpitope/results/sacCer3/1M/R100/Reb1) finished in 9
results/sacCer3/1M/R100/Reb1/runtime/Simulation_140.runtime:Experiment 5.1M.140 (/storage/home/owl5022/scratch/GenoPipe/paper/SyntheticEpitope/results/sacCer3/1M/R100/Reb1) finished in 9
results/sacCer3/1M/R100/Reb1/runtime/Simulation_141.runtime:Experiment 5.1M.141 (/storage/home/owl5022/scratch/GenoPipe/paper/SyntheticEpitope/results/sacCer3/1M/R100/Reb1) finished in 9
results/sacCer3/1M/R100/Reb1/runtime/Simulation_142.runtime:Experiment 5.1M.142 (/storage/home/owl5022/scratch/GenoPipe/paper/SyntheticEpitope/results/sacCer3/1M/R100/Reb1) finished in 10
results/sacCer3/1M/R100/Reb1/runtime/Simulation_143.runtime:Experiment 5.1M.143 (/storage/home/owl5022/scratch/GenoPipe/paper/SyntheticEpitope/results/sacCer3/1M/R100/Reb1) finished in 9
results/sacCer3/1M/R100/Reb1/runtime/Simulation_144.runtime:Experiment 5.1M.144 (/storage/home/owl5022/scratch/GenoPipe/paper/SyntheticEpitope/results/sacCer3/1M/R100/Reb1) finished in 9
results/sacCer3/1M/R100/Reb1/runtime/Simulation_145.runtime:Experiment 5.1M.145 (/storage/home/owl5022/scratch/GenoPipe/paper/SyntheticEpitope/results/sacCer3/1M/R100/Reb1) finished in 9
results/sacCer3/1M/R100/Reb1/runtime/Simulation_146.runtime:Experiment 5.1M.146 (/storage/home/owl5022/scratch/GenoPipe/paper/SyntheticEpitope/results/sacCer3/1M/R100/Reb1) finished in 9
results/sacCer3/1M/R100/Reb1/runtime/Simulation_147.runtime:Experiment 5.1M.147 (/storage/home/owl5022/scratch/GenoPipe/paper/SyntheticEpitope/results/sacCer3/1M/R100/Reb1) finished in 9
results/sacCer3/1M/R100/Reb1/runtime/Simulation_148.runtime:Experiment 5.1M.148 (/storage/home/owl5022/scratch/GenoPipe/paper/SyntheticEpitope/results/sacCer3/1M/R100/Reb1) finished in 9
results/sacCer3/1M/R100/Reb1/runtime/Simulation_149.runtime:Experiment 5.1M.149 (/storage/home/owl5022/scratch/GenoPipe/paper/SyntheticEpitope/results/sacCer3/1M/R100/Reb1) finished in 9
results/sacCer3/1M/R100/Reb1/runtime/Simulation_14.runtime:Experiment 5.1M.14 (/storage/home/owl5022/scratch/GenoPipe/paper/SyntheticEpitope/results/sacCer3/1M/R100/Reb1) finished in 8
results/sacCer3/1M/R100/Reb1/runtime/Simulation_150.runtime:Experiment 5.1M.150 (/storage/home/owl5022/scratch/GenoPipe/paper/SyntheticEpitope/results/sacCer3/1M/R100/Reb1) finished in 10
results/sacCer3/1M/R100/Reb1/runtime/Simulation_151.runtime:Experiment 5.1M.151 (/storage/home/owl5022/scratch/GenoPipe/paper/SyntheticEpitope/results/sacCer3/1M/R100/Reb1) finished in 9
results/sacCer3/1M/R100/Reb1/runtime/Simulation_152.runtime:Experiment 5.1M.152 (/storage/home/owl5022/scratch/GenoPipe/paper/SyntheticEpitope/results/sacCer3/1M/R100/Reb1) finished in 10
results/sacCer3/1M/R100/Reb1/runtime/Simulation_153.runtime:Experiment 5.1M.153 (/storage/home/owl5022/scratch/GenoPipe/paper/SyntheticEpitope/results/sacCer3/1M/R100/Reb1) finished in 9
results/sacCer3/1M/R100/Reb1/runtime/Simulation_154.runtime:Experiment 5.1M.154 (/storage/home/owl5022/scratch/GenoPipe/paper/SyntheticEpitope/results/sacCer3/1M/R100/Reb1) finished in 9
results/sacCer3/1M/R100/Reb1/runtime/Simulation_155.runtime:Experiment 5.1M.155 (/storage/home/owl5022/scratch/GenoPipe/paper/SyntheticEpitope/results/sacCer3/1M/R100/Reb1) finished in 9
results/sacCer3/1M/R100/Reb1/runtime/Simulation_156.runtime:Experiment 5.1M.156 (/storage/home/owl5022/scratch/GenoPipe/paper/SyntheticEpitope/results/sacCer3/1M/R100/Reb1) finished in 9
results/sacCer3/1M/R100/Reb1/runtime/Simulation_157.runtime:Experiment 5.1M.157 (/storage/home/owl5022/scratch/GenoPipe/paper/SyntheticEpitope/results/sacCer3/1M/R100/Reb1) finished in 9
results/sacCer3/1M/R100/Reb1/runtime/Simulation_158.runtime:Experiment 5.1M.158 (/storage/home/owl5022/scratch/GenoPipe/paper/SyntheticEpitope/results/sacCer3/1M/R100/Reb1) finished in 9
results/sacCer3/1M/R100/Reb1/runtime/Simulation_159.runtime:Experiment 5.1M.159 (/storage/home/owl5022/scratch/GenoPipe/paper/SyntheticEpitope/results/sacCer3/1M/R100/Reb1) finished in 9
